Fecha;Hora;Sistema;ETD;Detector;0-50 (km/h);50-80 (km/h);80-120 (km/h);120-255 (km/h);Velocidad media (km/h);0-6 (m);6-999 (m);Vehículos totales;
2025-12-08;22:00:00 - 22:30:00;N-634;[N-634] 104-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 0,100, N-634 pk 4,000;Lento SAN SEBASTIÁN;18;66;6;0;59,33;89;1;90;
2025-12-08;22:00:00 - 22:30:00;N-634;[N-634] 104-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 0,100, N-634 pk 4,000;Lento SANTANDER;4;64;1;0;63,19;67;2;69;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Lento LASARTE-ORIA;0;17;249;24;101,26;266;24;290;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Central LASARTE-ORIA;0;0;50;19;111,01;69;0;69;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Lento VITORIA-GASTEIZ;0;7;232;13;101,09;228;24;252;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Central VITORIA-GASTEIZ;0;0;57;20;110,39;76;1;77;
2025-12-08;22:00:00 - 22:30:00;N-638;[N-638] 128-ETD HONDARRIBIA-IRUN, N-638 pk 0,000, N-638 pk 1,000;Lento HONDARRIBIA;3;76;13;0;68,64;90;2;92;
2025-12-08;22:00:00 - 22:30:00;N-638;[N-638] 128-ETD HONDARRIBIA-IRUN, N-638 pk 0,000, N-638 pk 1,000;Lento IRUN;0;40;32;0;80,56;69;3;72;
2025-12-08;22:00:00 - 22:30:00;GI-2132;[GI-2132] 71-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 1,000, GI-2132 pk 2,500;Lento LASARTE-ORIA;17;77;0;0;57,77;91;3;94;
2025-12-08;22:00:00 - 22:30:00;GI-2132;[GI-2132] 71-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 1,000, GI-2132 pk 2,500;Lento ASTIGARRAGA;5;57;1;0;62,38;61;2;63;
2025-12-08;22:00:00 - 22:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Lento PASAIA;2;175;97;1;77,33;267;8;275;
2025-12-08;22:00:00 - 22:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Lento IRUN;1;151;86;0;77,48;228;10;238;
2025-12-08;22:00:00 - 22:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Central IRUN;0;19;62;1;92,38;81;1;82;
2025-12-08;22:00:00 - 22:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Central PASAIA;0;2;23;1;98,85;26;0;26;
2025-12-08;22:00:00 - 22:30:00;GI-2132;[GI-2132] 93-ETD ASTIGARRAGA-ERRENTERIA, GI-2132 pk 10,100, GI-2132 pk 15,200;Lento ERRENTERIA;0;17;7;0;75,21;24;0;24;
2025-12-08;22:00:00 - 22:30:00;GI-2132;[GI-2132] 93-ETD ASTIGARRAGA-ERRENTERIA, GI-2132 pk 10,100, GI-2132 pk 15,200;Lento ASTIGARRAGA;0;17;11;0;78,75;25;3;28;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Lento LASARTE-ORIA;0;98;161;0;86,76;238;21;259;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Central LASARTE-ORIA;0;4;147;6;100,64;156;1;157;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Lento VITORIA-GASTEIZ;0;13;221;8;99,44;217;25;242;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Central VITORIA-GASTEIZ;0;0;53;2;101,45;54;1;55;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Central LASARTE-ORIA;0;0;33;14;111,91;47;0;47;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Lento VITORIA-GASTEIZ;0;5;182;7;100,54;167;27;194;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Central VITORIA-GASTEIZ;0;0;37;19;113,57;56;0;56;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Lento LASARTE-ORIA;0;18;166;27;102,13;188;23;211;
2025-12-08;22:00:00 - 22:30:00;N-636;[N-636] 133-ETD BIZKAIA-BERGARA, N-636 pk 29,700, N-636 pk 34,000;Lento BERGARA;0;23;4;0;70,19;25;2;27;
2025-12-08;22:00:00 - 22:30:00;N-636;[N-636] 133-ETD BIZKAIA-BERGARA, N-636 pk 29,700, N-636 pk 34,000;Lento BIZKAIA;0;21;5;0;71,73;24;2;26;
2025-12-08;22:00:00 - 22:30:00;GI-40;[GI-40] 316-ETD ENLACE HOSPITAL-A LA GI-20, GI-40 pk 3,000, GI-40 pk 3,800;Lento A LA GI-20;0;14;42;0;91,25;56;0;56;
2025-12-08;22:00:00 - 22:30:00;GI-40;[GI-40] 316-ETD ENLACE HOSPITAL-A LA GI-20, GI-40 pk 3,000, GI-40 pk 3,800;Central A LA GI-20;0;1;12;1;100,36;14;0;14;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Central VITORIA-GASTEIZ;0;0;37;19;113,57;54;2;56;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Lento VITORIA-GASTEIZ;0;15;183;13;99,98;182;29;211;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Central LASARTE-ORIA;0;6;19;1;93,46;26;0;26;
2025-12-08;22:00:00 - 22:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Lento LASARTE-ORIA;14;25;57;1;80,57;73;24;97;
2025-12-08;22:00:00 - 22:30:00;GI-2632;[GI-2632] 9159-ETD BEASAIN-BIZKAIA, GI-2632 pk 14,100, GI-2632 pk 17,200;Lento BIZKAIA;0;5;0;0;65;5;0;5;
2025-12-08;22:00:00 - 22:30:00;GI-2632;[GI-2632] 9159-ETD BEASAIN-BIZKAIA, GI-2632 pk 14,100, GI-2632 pk 17,200;Lento BEASAIN;1;3;0;0;55;4;0;4;
2025-12-08;22:00:00 - 22:30:00;GI-2630;[GI-2630] 9259-ETD URRETXU-BERGARA, GI-2630 pk 0,200, GI-2630 pk 3,600;Lento URRETXU;0;46;46;1;83,12;91;2;93;
2025-12-08;22:00:00 - 22:30:00;GI-2630;[GI-2630] 9259-ETD URRETXU-BERGARA, GI-2630 pk 0,200, GI-2630 pk 3,600;Lento BERGARA;0;19;28;1;86,98;47;1;48;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Lento USURBIL, AP-8;0;53;62;0;83,87;113;2;115;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Central USURBIL, AP-8;0;39;160;2;93,61;194;7;201;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Rápido USURBIL, AP-8;0;5;59;7;101,48;65;6;71;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Lento ERRENTERIA AP-8;3;73;1;0;63,9;76;1;77;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Central ERRENTERIA AP-8;20;272;1;0;62,39;281;12;293;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Rápido ERRENTERIA AP-8;1;47;0;0;64,17;47;1;48;
2025-12-08;22:00:00 - 22:30:00;GI-3321;[GI-3321] 62-ETD ALTO AZKARATE-ELGOIBAR, GI-3321 pk 0,000, GI-3321 pk 5,400;Lento ALTO AZKARATE;0;0;0;0;0,0;0;0;0;
2025-12-08;22:00:00 - 22:30:00;GI-636;[GI-636] 102-ETD PASAIA-PTE. BEHOBIA, GI-636 pk 15,300, GI-636 pk 17,000;Lento PTE. BEHOBIA;54;40;0;0;42,02;90;4;94;
2025-12-08;22:00:00 - 22:30:00;GI-636;[GI-636] 102-ETD PASAIA-PTE. BEHOBIA, GI-636 pk 15,300, GI-636 pk 17,000;Lento PASAIA;30;48;1;0;50,25;75;4;79;
2025-12-08;22:00:00 - 22:30:00;GI-2132;[GI-2132] 9101-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 0,500;Central LASARTE-ORIA;0;30;9;0;73,08;37;2;39;
2025-12-08;22:00:00 - 22:30:00;GI-2132;[GI-2132] 9101-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 0,500;Lento ASTIGARRAGA;0;44;13;0;72,98;55;2;57;
2025-12-08;22:00:00 - 22:30:00;GI-2132;[GI-2132] 9101-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 0,500;Lento LASARTE-ORIA;3;0;0;0;25;3;0;3;
2025-12-08;22:00:00 - 22:30:00;N-634;[N-634] 40-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 22,800, N-634 pk 27,700;Lento SANTANDER;2;17;0;0;60,79;19;0;19;
2025-12-08;22:00:00 - 22:30:00;N-634;[N-634] 40-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 22,800, N-634 pk 27,700;Lento SAN SEBASTIÁN;0;24;2;0;67,69;23;3;26;
2025-12-08;22:00:00 - 22:30:00;GI-2132;[GI-2132] 119-ETD ASTIGARRAGA-LASARTE-ORIA, GI-2132 pk 2,500, GI-2132 pk 5,200;Lento LASARTE-ORIA;12;88;2;0;60,98;99;3;102;
2025-12-08;22:00:00 - 22:30:00;GI-2132;[GI-2132] 119-ETD ASTIGARRAGA-LASARTE-ORIA, GI-2132 pk 2,500, GI-2132 pk 5,200;Lento ASTIGARRAGA;4;31;1;0;61,53;34;2;36;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Lento N-I BAZKARDO;1;37;209;10;96,23;229;28;257;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Central N-I BAZKARDO;0;2;58;22;109,88;80;2;82;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Lento SAN SEBASTIÁN;0;8;64;8;100,5;73;7;80;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Central SAN SEBASTIÁN;0;20;170;9;98,29;179;20;199;
2025-12-08;22:00:00 - 22:30:00;GI-631;[GI-631] 58-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 8,200, GI-631 pk 13,500;Lento ZUMAIA;0;27;27;0;82,5;52;2;54;
2025-12-08;22:00:00 - 22:30:00;GI-631;[GI-631] 58-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 8,200, GI-631 pk 13,500;Lento ZUMARRAGA;0;14;21;0;86;33;2;35;
2025-12-08;22:00:00 - 22:30:00;GI-627;[GI-627] 52-ETD ARABA-EIBAR, GI-627 pk 19,300, GI-627 pk 27,200;Lento ARABA;0;3;1;0;73,75;4;0;4;
2025-12-08;22:00:00 - 22:30:00;GI-627;[GI-627] 52-ETD ARABA-EIBAR, GI-627 pk 19,300, GI-627 pk 27,200;Lento EIBAR;0;1;0;0;65;1;0;1;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Rápido ERRENTERIA AP-8;0;0;11;0;100;11;0;11;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Lento USURBIL, AP-8;0;138;102;0;79,88;233;7;240;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Lento ERRENTERIA AP-8;0;105;150;1;85,8;249;7;256;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Central ERRENTERIA AP-8;0;19;101;1;94,83;112;9;121;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Central USURBIL, AP-8;0;17;83;2;94,95;95;7;102;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Rápido USURBIL, AP-8;0;0;48;5;103,77;52;1;53;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 248-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,200, GI-20 pk 13,800;Lento USURBIL, AP-8;0;17;83;2;94,95;95;7;102;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 248-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,200, GI-20 pk 13,800;Central USURBIL, AP-8;0;0;48;5;103,77;52;1;53;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 248-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,200, GI-20 pk 13,800;Lento ERRENTERIA AP-8;0;19;101;1;94,83;112;9;121;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 248-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,200, GI-20 pk 13,800;Central ERRENTERIA AP-8;0;0;11;0;100;11;0;11;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Lento ANDOAIN;0;12;62;7;98,27;61;20;81;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Central ANDOAIN;0;9;189;25;103,07;216;7;223;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Central SAN SEBASTIÁN;0;7;211;37;104,84;233;22;255;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Rápido SAN SEBASTIÁN;0;0;32;40;122,22;72;0;72;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Rápido ANDOAIN;0;0;42;20;112,9;62;0;62;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Lento SAN SEBASTIÁN;0;4;36;3;99,53;42;1;43;
2025-12-08;22:00:00 - 22:30:00;N-634;[N-634] 45-ETD SANTANDER-SAN SEBASTIÁN, N-634 pk 54,000, N-634 pk 57,600;Lento SAN SEBASTIÁN;9;50;0;0;58,9;59;0;59;
2025-12-08;22:00:00 - 22:30:00;N-634;[N-634] 45-ETD SANTANDER-SAN SEBASTIÁN, N-634 pk 54,000, N-634 pk 57,600;Lento SANTANDER;3;55;0;0;62,93;56;2;58;
2025-12-08;22:00:00 - 22:30:00;GI-631;[GI-631] 9157-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 3,800, GI-631 pk 8,200;Lento ZUMARRAGA;0;15;22;0;85,81;36;1;37;
2025-12-08;22:00:00 - 22:30:00;GI-631;[GI-631] 9157-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 3,800, GI-631 pk 8,200;Lento ZUMAIA;0;30;31;0;82,79;59;2;61;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Lento ANDOAIN;0;9;222;7;99,85;211;27;238;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Central ANDOAIN;0;0;71;19;108,44;90;0;90;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Central SAN SEBASTIÁN;0;0;41;13;109,63;54;0;54;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Lento SAN SEBASTIÁN;0;22;223;19;99,96;237;27;264;
2025-12-08;22:00:00 - 22:30:00;GI-636;[GI-636] 103-ETD PASAIA-PTE. BEHOBIA, GI-636 pk 12,500, GI-636 pk 15,300;Lento PASAIA;2;116;15;0;68,35;129;4;133;
2025-12-08;22:00:00 - 22:30:00;GI-636;[GI-636] 103-ETD PASAIA-PTE. BEHOBIA, GI-636 pk 12,500, GI-636 pk 15,300;Lento PTE. BEHOBIA;3;107;12;0;67,46;120;2;122;
2025-12-08;22:00:00 - 22:30:00;GI-2120;[GI-2120] 97-ETD NAVARRA-BEASAIN, GI-2120 pk 60,900, GI-2120 pk 63,400;Lento BEASAIN;0;16;2;0;68,89;18;0;18;
2025-12-08;22:00:00 - 22:30:00;GI-2120;[GI-2120] 97-ETD NAVARRA-BEASAIN, GI-2120 pk 60,900, GI-2120 pk 63,400;Lento NAVARRA;0;13;1;0;67,5;14;0;14;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Central USURBIL, AP-8;0;17;83;2;94,95;95;7;102;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Rápido USURBIL, AP-8;0;0;48;5;103,77;52;1;53;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Rápido ERRENTERIA AP-8;0;0;11;0;100;11;0;11;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Lento USURBIL, AP-8;11;50;0;0;57,79;58;3;61;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Lento ERRENTERIA AP-8;1;80;4;0;66,18;84;1;85;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Central ERRENTERIA AP-8;0;19;101;1;94,83;112;9;121;
2025-12-08;22:00:00 - 22:30:00;GI-2130;[GI-2130] 132-ETD NAVARRA-TOLOSA, GI-2130 pk 11,700, GI-2130 pk 16,100;Lento TOLOSA;9;8;0;0;43,82;17;0;17;
2025-12-08;22:00:00 - 22:30:00;GI-2130;[GI-2130] 132-ETD NAVARRA-TOLOSA, GI-2130 pk 11,700, GI-2130 pk 16,100;Lento NAVARRA;6;15;0;0;53,57;21;0;21;
2025-12-08;22:00:00 - 22:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Lento BEHOBIA, GI-636;64;11;0;0;30,87;72;3;75;
2025-12-08;22:00:00 - 22:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Central BEHOBIA, GI-636;8;10;0;0;47,22;17;1;18;
2025-12-08;22:00:00 - 22:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Central NAVARRA;47;1;0;0;25,83;46;2;48;
2025-12-08;22:00:00 - 22:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Lento NAVARRA;26;6;0;0;32,5;30;2;32;
2025-12-08;22:00:00 - 22:30:00;GI-2632;[GI-2632] 87-ETD BIZKAIA-BEASAIN, GI-2632 pk 5,900, GI-2632 pk 9,700;Lento BEASAIN;1;14;3;0;68,61;16;2;18;
2025-12-08;22:00:00 - 22:30:00;GI-2632;[GI-2632] 87-ETD BIZKAIA-BEASAIN, GI-2632 pk 5,900, GI-2632 pk 9,700;Lento BIZKAIA;0;14;1;1;71,88;15;1;16;
2025-12-08;22:00:00 - 22:30:00;N-634;[N-634] 11-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 60,700, N-634 pk 62,000;Lento SAN SEBASTIÁN;9;61;0;0;59,86;68;2;70;
2025-12-08;22:00:00 - 22:30:00;N-634;[N-634] 11-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 60,700, N-634 pk 62,000;Lento SANTANDER;6;81;2;0;63,09;86;3;89;
2025-12-08;22:00:00 - 22:30:00;GI-3711;[GI-3711] 207-ETD UGARTE-BEDAIO, GI-3711 pk 0,000, GI-3711 pk 6,900;Lento UGARTE;0;0;0;0;0,0;0;0;0;
2025-12-08;22:00:00 - 22:30:00;GI-3711;[GI-3711] 207-ETD UGARTE-BEDAIO, GI-3711 pk 0,000, GI-3711 pk 6,900;Lento BEDAIO;0;0;0;0;0,0;0;0;0;
2025-12-08;22:00:00 - 22:30:00;GI-627;[GI-627] 127-ETD ARABA-EIBAR, GI-627 pk 39,400, GI-627 pk 44,500;Lento ARABA;0;43;24;0;77,54;63;4;67;
2025-12-08;22:00:00 - 22:30:00;GI-627;[GI-627] 127-ETD ARABA-EIBAR, GI-627 pk 39,400, GI-627 pk 44,500;Lento EIBAR;0;74;22;0;73,02;92;4;96;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 117-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 5,000, GI-20 pk 7,000;Central USURBIL, AP-8;8;32;65;1;84,15;103;3;106;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 117-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 5,000, GI-20 pk 7,000;Lento USURBIL, AP-8;10;82;100;0;81,15;183;9;192;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 117-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 5,000, GI-20 pk 7,000;Rápido ERRENTERIA AP-8;0;7;34;0;94,02;41;0;41;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 117-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 5,000, GI-20 pk 7,000;Central ERRENTERIA AP-8;0;88;170;3;88,66;250;11;261;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 117-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 5,000, GI-20 pk 7,000;Lento ERRENTERIA AP-8;0;23;48;1;89,38;72;0;72;
2025-12-08;22:00:00 - 22:30:00;GI-20;[GI-20] 117-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 5,000, GI-20 pk 7,000;Rápido USURBIL, AP-8;8;70;43;1;75,33;119;3;122;
2025-12-08;22:00:00 - 22:30:00;N-634;[N-634] 55-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 29,800, N-634 pk 31,000;Lento SAN SEBASTIÁN;31;22;0;0;41,6;52;1;53;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Lento ANDOAIN;0;7;201;54;107,31;233;29;262;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Central ANDOAIN;0;0;18;42;128;59;1;60;
2025-12-08;22:00:00 - 22:30:00;N-634;[N-634] 55-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 29,800, N-634 pk 31,000;Lento SANTANDER;32;25;0;0;42,54;55;2;57;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Lento SAN SEBASTIÁN;0;17;154;37;104,25;183;25;208;
2025-12-08;22:00:00 - 22:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Central SAN SEBASTIÁN;0;0;34;25;116,95;58;1;59;
2025-12-08;22:00:00 - 22:30:00;N-121-A;[N-121-A] 288-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 68,400, N-121-A pk 74,500;Central BEHOBIA, GI-636;0;2;32;5;103,33;37;2;39;
2025-12-08;22:00:00 - 22:30:00;N-121-A;[N-121-A] 288-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 68,400, N-121-A pk 74,500;Lento BEHOBIA, GI-636;0;7;29;1;94,46;28;9;37;
